pmid,abstract_text
12101218,"The recruitment of FtsZ to the septum and its subsequent interaction with other cell division proteins in a spatially and temporally controlled manner are the keys to bacterial cell division. In the present study, we have tested the hypothesis that FtsZ and FtsW of Mycobacterium tuberculosis could be binding partners. Using gel renaturation, pull-down, and solid-phase assays, we confirm that FtsZ and FtsW interact through their C-terminal tails, which carry extensions absent in their Escherichia coli counterparts. Crucial to these interactions is the cluster of aspartate residues Asp(367) to Asp(370) of FtsZ, which most likely interact with a cluster of positively charged residues in the C-terminal tail of FtsW. Mutations of the aspartate residues 367-370 showed that changing three aspartate residues to alanine resulted in complete loss of interaction. This is the first demonstration of the direct interaction between FtsZ and FtsW. We speculate that this interaction between FtsZ and FtsW could serve to anchor FtsZ to the membrane and link septum formation to peptidoglycan synthesis in M. tuberculosis. The findings assume particular significance in view of the global efforts to explore new targets in M. tuberculosis for chemotherapeutic intervention."
12145319,"The regulation of SNARE complex assembly likely plays an important role in governing the specificity as well as the timing of membrane fusion. Here we identify a novel brain-enriched protein, amisyn, with a tomosyn- and VAMP-like coiled-coil-forming domain that binds specifically to syntaxin 1a and syntaxin 4 both in vitro and in vivo, as assessed by co-immunoprecipitation from rat brain. Amisyn is mostly cytosolic, but a fraction co-sediments with membranes. The amisyn coil domain can form SNARE complexes of greater thermostability than can VAMP2 with syntaxin 1a and SNAP-25 in vitro, but it lacks a transmembrane anchor and so cannot act as a v-SNARE in this complex. The amisyn coil domain prevents the SNAP-25 C-terminally mediated rescue of botulinum neurotoxin E inhibition of norepinephrine exocytosis in permeabilized PC12 cells to a greater extent than it prevents the regular exocytosis of these vesicles. We propose that amisyn forms nonfusogenic complexes with syntaxin 1a and SNAP-25, holding them in a conformation ready for VAMP2 to replace it to mediate the membrane fusion event, thereby contributing to the regulation of SNARE complex formation."
12192682,"This work intends to design, analyze and solve, from the systems control perspective, a complex, dynamic, and multiconstrained planning system for generating training plans for crew members of the NASA-led International Space Station. Various intelligent planning systems have been developed within the framework of artificial intelligence. These planning systems generally lack a rigorous mathematical formalism to allow a reliable and flexible methodology for their design, modeling, and performance analysis in a dynamical, time-critical, and multiconstrained environment. Formulating the planning problem in the domain of discrete-event systems under a unified framework such that it can be modeled, designed, and analyzed as a control system will provide a self-contained theory for such planning systems. This will also provide a means to certify various planning systems for operations in the dynamical and complex environments in space. The work presented here completes the design, development, and analysis of an intricate, large-scale, and representative mathematical formulation for intelligent control of a real planning system for Space Station crew training. This planning system has been tested and used at NASA-Johnson Space Center."
12211266,"Gill and Sade, in the preceding article in this issue of the Kennedy Institute of Ethics Journal, argue that living individuals should be free from legal constraints against selling their organs. The present commentary responds to several of their claims. It explains why an analogy between kidneys and blood fails; why, as a matter of public policy, we prohibit the sale of human solid organs, yet allow the sale of blood; and why their attack on Kant's putative argument against the sale of human body parts is misplaced. Finally, it rejects the claim that the state is entitled to interfere with the actions of individuals only if such actions would harm others. We draw certain lines grounded in what Rawls has termed \"public reason\" beyond which we do not give effect to the autonomous self-regarding decisions of individuals. Public resistance to the sale of human body parts, no matter how voluntary or well informed, is grounded in the conviction that such a practice would diminish human dignity and our sense of solidarity. A system of organ donation, in contrast, conveys our respect for persons and honors our common humanity."
12227380,"This paper examines Paracelsus and Paracelsianism in the light of the ideas of Max Weber concerning the social consequences of the Reformation, with special reference to his theories of Entzauberung and secularization. He linked these tendencies both to the rise of capitalism and the growth of experimental science. The detailed case study of Paracelsus' account of diseases linked with saints, in common with his interpretation of many other conditions, demonstrates that he self-consciously extended the boundaries of medicine and eroded the role of magic and witchcraft associated with the church. On the other hand, Paracelsus adopted the Neoplatonic worldview, was immersed in popular magic, and evolved a system of medicine that self-consciously revolved around magic. These factors seem to place a distinct limit on his role in the demystification of knowledge. However, the magic of Paracelsus entailed a decisive break with the entrenched elitist and esoteric tradition of the occultists and hermeticists. It is argued that this reconstructed magic re-establishes the credentials of Paracelsus as a significant contributor to the disenchantment and secularization of the worldview."
12416895,"PURPOSE: The purpose of the study was to analyze the results with radiotherapy alone in a select group of asymptomatic adults with nonbulky, early-stage lymphocyte-predominant Hodgkin's disease. PATIENTS AND METHODS: Between 1963 and 1995, 36 patients with nonbulky stage IA (N = 27) or IIA (N = 9) supradiaphragmatic (N = 27) or subdiaphragmatic (N = 9) lymphocyte-predominant Hodgkin's disease were treated with radiotherapy alone. Eleven of the patients underwent laparotomy. Limited-field radiotherapy involving only one side of the diaphragm and extended-field radiotherapy encompassing both sides of the diaphragm were used in 28 and 8 cases, respectively. Median dose to involved areas was 40.0 Gy given daily in 20 2.0-Gy fractions. Salvage treatmentconsisted of MOPP (mechlorethamine, vincristine, prednisone, procarbazine), CVPP/ABDIC (cyclophosphamide, vinblastine, procarbazine and prednisone/doxorubicin, bleomycin, dacarbazine, lomustine, and prednisone), or ABVD (doxorubicin, bleomycin, vinblastine, dacarbazine) chemotherapy and/or involved-field radiotherapy. RESULTS: Median follow-up was 8.8 years (range, 3.0-34.4 years). None of the 15 patients with supradiaphragmatic disease who received limited-field radiotherapy to regions that did not include the mediastinal or hilar nodes subsequently experienced relapse there. Only one of 20 patients who received supradiaphragmatic limited-field radiotherapy alone experienced relapse in the paraaortic nodes or spleen. The 5-year relapse-free and overall survival rates for the 20 patients with stage IA lymphocyte-predominant Hodgkin's disease treated with involved-field or regional radiotherapy were 95% and 100%, respectively. There were no cases of severe or life-threatening cardiac toxicity. No solid tumors have been observed in-field in patients treated with limited-field radiotherapy, even though they have been followed up longer than those treated with extended-field radiotherapy (median follow-up, 11.6 vs 5.5 years); two solid tumors have developed in-field in patients who received extended-field radiotherapy. DISCUSSION: Involved-field or regional radiotherapy alone may be adequate in stage IA lymphocyte-predominant Hodgkin's disease patients. Longer follow-up will help to more clearly define the risks of cardiac toxicity and solid tumors that result from involved-field or regional radiotherapy, which appear to be low based on follow-up to date."
11909345,"The branching fractions of the exclusive decays B0-->K(*0)gamma and B+-->K(*+)gamma are measured from a sample of (22.74+/-0.36)x10(6) BB decays collected with the BABAR detector at the PEP-II asymmetric e(+)e(-) collider. We find B (B0-->K(*0)gamma) = [4.23+/-0.40(stat)+/-0.22(syst)]x10(-5), B(B+-->K(*+)gamma) = [3.83+/-0.62(stat)+/-0.22(syst)]x10(-5) and constrain the CP-violating charge asymmetry to be -0.170<A(CP)(B-->K(*)gamma)<0.082 at 90% C.L."
12742516,"Mitochondrial Ca(2+) accumulation can induce a sudden increase in the permeability of the inner membrane. This phenomenon is due to the generation of a large nonselective ion channel, termed the permeability transition pore (PTP), which contributes to cellular injury during ischemia and reperfusion. Inhibition of PTP generation constitutes a relevant pharmacological target to protect a cell from death. In this study, we examined the effect of S-15176 ((N-[(3,5-di-tertiobutyl-4-hydroxy-1-thiophenyl)]-3-propyl-N'-(2,3,4-trimethoxybenzyl)piperazine), a novel anti-ischemic agent, on PTP in rat liver mitochondria. S-15176 prevented PTP opening generated by various triggering agents, as attested by the concentration-dependent inhibition of mitochondrial swelling, of mitochondrial membrane potential dissipation and of NADPH oxidation. These effects were associated with an increase in the Ca(2+) loading capacity of mitochondria. S-15176 was a strong inhibitor of lipid peroxidation, but experiments with another trimetazidine derivative devoid of antioxidant activity indicated that this activity was not essential to the inhibitory effect. Binding studies demonstrated that [3H]S-15176 bound to mitochondrial binding sites, especially those localized in the inner membrane. These sites were shared by several well-known inhibitors of PTP opening. These results demonstrate that the mechanism by which S-15176 protects mitochondria against the deleterious effects of ischemia-reperfusion involves inhibition of PTP opening and provide evidence that the drug operates through low structural specificity binding sites located in the inner mitochondrial membrane."
12742519,"An atypical antipsychotic drug risperidone reduced ethanol drinking of ethanol-preferring Alko, Alcohol (AA) rats in a limited access paradigm. Its effect was transient at a dose known to preferentially antagonize the 5-HT(2) receptors (0.1 mg/kg, s.c.), but long-lasting when the dose was increased to 1.0 mg/kg that also blocks dopamine D(2) receptors. Risperidone also reduced dose-dependently locomotor activity and limited access saccharin intake of the AA rats, indicating that its effect on ethanol drinking was not selective. Risperidone at 0.1 mg/kg given before four successive daily ethanol-drinking sessions significantly reduced the ethanol intake. These data from an animal model of high ethanol intake suggest that risperidone should be tested in various populations of alcoholics for reducing ethanol consumption."
12742518,"Several sigma receptor ligands have been reported to also have affinity for the dopamine transporter, among them rimcazole (9-[3-(cis-3,5-dimethyl-1-piperazinyl)propyl]carbazole dihydrochloride). However, rimcazole lacks behavioral effects like those of other dopamine uptake inhibitors, such as cocaine and GBR 12909 (1-(2-[bis(4-fluorophenyl)methoxy]ethyl)-4-(3-phenylpropyl)piperazine dihydrochloride). Because of this profile, the interactions with cocaine of rimcazole and several of its novel analogues were assessed. The compounds studied were rimcazole, its N-methyl analogue, SH 1-73 (9-[3-(cis-3,5-dimethyl-4-methyl-1-piperazinyl)-propyl]carbazole hydrobromide), the dibrominated analogue, SH 1-76 (3,6-dibromo-9-[3-(cis-3,5-dimethyl-1-piperazinyl)-propyl]carbazole hydrochloride), and the N-propylphenyl analogues, SH 3-24 ([3-(cis-3,5-dimethyl-4-[3-phenylpropyl]-1-piperazinyl)-propyl]diphenylamine hydrochloride) and SH 3-28 (9-[3-(cis-3,5-dimethyl-4-[3-phenylpropyl]-1-piperazinyl)-propyl]carbazole hydrobromide). The former has a diphenyl-amine group in place of the carbazole moiety of rimcazole, giving the compound additional structural similarity to GBR 12909. The rimcazole analogues produced dose-related decreases in locomotor activity, and also decreased cocaine-stimulated activity in mice. In rats trained to discriminate 10 mg/kg cocaine (i.p.) from saline injections, cocaine and GBR 12909 each produced a dose-related increase in cocaine-appropriate responding. Cocaine also increased rates of responding. SH 3-28 decreased cocaine-appropriate responding at the cocaine training dose to about 58% (SH 3-28) with two of five subjects selecting the cocaine response key. Neither rimcazole nor SH 3-24 produced a significant attenuation of the discriminative effects of cocaine. Rimcazole and its analogs all attenuated the increases in rates of responding produced by cocaine. In contrast to effects obtained with rimcazole analogs, GBR 12909 potentiated the cocaine-induced increases in locomotor activity and operant behavior, as well as the discriminative-stimulus effects of cocaine. The present results indicate that analogues of rimcazole can attenuate the behavioral effects of cocaine, and though the mechanism for these effects is not presently clear, it is possible that this attenuation maybe mediated by actions of the rimcazole analogues at the dopamine transporter and/or sigma receptors."
14594616,"A 20-year-old woman presented with an asymptomatic, life-long, verrucous, hyperpigmented plaque on the face and neck that corresponded to the lines of Blaschko. Histopathologic examination shows an epidermal nevus. This nevus presents a challenge in management because of the location and extent of the lesion."
14668030,"INTRODUCTION: The purpose of this study was to ascertain whether polymorphism of the IL-6 promoter gene affects platelet counts among patients with Gaucher disease since it has been shown that in healthy individuals, the CC genotype is correlated with lower platelet counts. METHODS: Blood samples from all adult patients seen at a referral clinic during a 12 month period were taken for PCR analysis for the IL-6 promoter polymorphism. Platelet counts were culled from the records on date of presentation and prior to advent of enzyme replacement therapy where relevant. RESULTS: Of 138 Ashkenazi Jewish patients, 31 patients had platelet counts <60,000/mm<PRE>3</PRE> and 37 patients had normal platelet counts (>150,000/mm<PRE>3</PRE>). Of the former group, 4/31 (13%) and of the latter group, 3/37 (8%), had the CC genotype. Although all seven patients had relatively mild Gaucher disease (only one required therapy), there was no statistically significant difference in allele frequency of the IL-6 promoter polymorphism in either group relative to healthy Ashkenazi Jews. CONCLUSION: Whether comparing patients with Gaucher disease with normal platelet counts or with thrombocytopenia to healthy Ashkenazi Jews, there was no difference in frequency of the CC state. Thus, the IL-6 promoter polymorphism may not influence Gaucher disease to induce lower platelet counts as shown in other normal Caucasians."
14695699,"BACKGROUND/AIMS: The diagnosis of refractory ascites means a poor prognosis for patients with liver cirrhosis. The definition of refractory ascites has already been established, but using the dosage of diuretics that correlates with the definition of refractory ascites in an out-patient department will lower the compliance of the patient, as well as causing serious complications, such as hepatic encephalopathy and hyponatremia, as the dosage of diuretics is increased. Due to this fact, it is very difficult to apply this definition of refractory ascites to patients in a domestic out-patient department. In this study, in situations where there are difficulties in applying the diuretics dosage according to definition of refractory ascites, we tried to find out whether measuring the value of urine sodium after the administration of intravenous furosemide can be the standard in early differentiation of the response to diuretics treatment. METHODS: We reviewed 16 cases of liver cirrhosis with ascites and classified them into two groups by the response to diuretics. The diuretics-responsive ascites group was 8 cases and the diuretics-unresponsive ascites group consisted of 8 cases. After admission, we examined the patients' CBC, biochemical liver function test, spot urine sodium, and 24 hour creatinine clearance. After the beginning of the experiment, all diuretic therapy was stopped for 3 days. Daily we examined the patients' CBC, biochemical liver function test, and in the 3rd experiment day, we measured 24-hour urine volume and sodium. In the 4th experiment day, after sampling for ADH, plasma renin activity and plasma aldosterone level, we administrated the furosemide 80 mg I.V, and measured the amount of 8 hour urine volume and sodium. RESULTS: The plasma aldosterone level was significantly higher in the diuretics- unresponsive ascites group than in the diuretics-responsive ascites group. In the 4th experiment day, the amount of urine volume and sodium was very significantly lower in the diuretics-unresponsive ascites group than in the diuretics-responsive ascites group (1297.5 +/-80.9 vs 2003.7 +/-114.6 ml, p<0.005, 77.3 +/-8.2 vs 211.8 +/-12.6 mEq, p<0.001). CONCLUSIONS: In out-patient departments, the measurement of urine sodium 8 hours after administrating 80 mg of intravenous furosemide, will help in differentiating ascites patients with lower treatment response to diuretics."
14729922,"Methods for discovery of local similarities and estimation of evolutionary distance by identifying k-mers (contiguous subsequences of length k) common to two sequences are described. Given unaligned sequences of length L, these methods have O(L) time complexity. The ability of compressed amino acid alphabets to extend these techniques to distantly related proteins was investigated. The performance of these algorithms was evaluated for different alphabets and choices of k using a test set of 1848 pairs of structurally alignable sequences selected from the FSSP database. Distance measures derived from k-mer counting were found to correlate well with percentage identity derived from sequence alignments. Compressed alphabets were seen to improve performance in local similarity discovery, but no evidence was found of improvements when applied to distance estimates. The performance of our local similarity discovery method was compared with the fast Fourier transform (FFT) used in MAFFT, which has O(L log L) time complexity. The method for achieving comparable coverage to FFT is revealed here, and is more than an order of magnitude faster. We suggest using k-mer distance for fast, approximate phylogenetic tree construction, and show that a speed improvement of more than three orders of magnitude can be achieved relative to standard distance methods, which require alignments."
14749521,"A TV ad urges people who think they're having a heart attack to pop an aspirin before rushing to the emergency room. They might be even better off taking antibiotics, according to a new study. The work shows that an antibiotic stems a previously untreatable form of heart damage not by killing bugs but by suppressing cellular enzymes."
14744982,"Transcription from the commonly used GTP- initiating T7 class III promoter phi6.5 frequently produces heterogeneous RNA at both 3' and 5' ends. We demonstrate here that RNA transcripts from the T7 class II promoter phi2.5 have superior 5' homogeneity over those from the phi6.5 promoter, with comparable total RNA yields. The overall homogeneity of RNA transcripts is improved to different degrees depending on RNA sequences, although transcription under phi2.5 does not affect the 3' heterogeneity of RNA. In combination with 3' RNA trimming by DNAzymes or ribozymes, this ATP- initiated transcription system based on the T7 phi2.5 promoter can provide excellent quality of RNA for applications requiring a high degree of RNA size homogeneity."
14991249,Spontaneous resolution of a solitary osteochondroma is rare. Such a case is presented in a patient nearing skeletal maturity. Based on a search of the English literature this is the first such report in a patient of this age.
15110832,Photolytic cleavage of the nitrogen-nitrogen single bond in benzaldehyde phenylhydrazones produced aminyl (R2N*) and iminyl (R2C=N*) radicals. This photochemical property was utilized in the development of hydrazones as photo-induced DNA-cleaving agents. Irradiation with 350 nm UV light of arylhydrazones bearing substituents of various types in a phosphate buffer solution containing the supercoiled circular phiX174 RFI DNA at pH 6.0 resulted in single-strand cleavage of DNA. Attachment of the electron-donating OMe group to arylhydrazones increased their DNA-cleaving activity. Results from systematic studies indicate that both the aminyl and the iminyl radicals possessed DNA-cleaving ability.
15206831,"The authors investigated the relationship between brief warm social and physical contact among cohabitating couples and blood pressure (BP) reactivity to stress in a sample of healthy adults (66 African American, 117 Caucasian; 74 women, 109 men). Prior to stress, the warm contact group underwent a 10-minute period of handholding while viewing a romantic video. Followed by a 20-second hug with their partner, while the no contact group rested quietly for 10 minutes and 20 seconds. In response to a public speaking task, individuals receiving prestress partner contact demonstrated lower systolic BP diastolic BP, and heart rate increases compared with the no contact group. The effects of warm contact were comparable for men and women and were greater for African Americans compared with Caucasians. These findings suggest that affectionate relationships with a supportive partner may contribute to lower reactivity to stressful life events and may partially mediate the benefit of marital support on better cardiovascular health."
15228064,"This is the first known case report of electrocardiographic (ECG) changes suggestive of coronary vasospasm following a centipede envenomation. A 60-year-old man presented to the emergency department (ED) 1 hour after being stung by a 12-cm centipede. He complained of right great toe pain that did not radiate to his leg. The patient had no known ischemic heart disease. He did not describe any exertional symptoms but admitted experiencing weakness. During the ED course, concurrent with obtaining peripheral intravenous access, the patient experienced diaphoresis, dizziness, hypotension, and bradycardia. His ECG showed new ST-T wave changes, which suggested an acute ischemic process. The patient's blood pressure was 89/60 mm Hg, his pulse rate was 47 beats/min, and his respiration rate was 28 breaths/min. In the following hours, ECG findings returned to baseline. His blood pressure improved gradually with fluid resuscitation after approximately 5 hours. Cardiac markers returned to normal in the 13th hour after the event, and the patient underwent exercise stress testing, which was negative. The patient was discharged with cardiology follow-up. Adult patients with centipede envenomation should be closely monitored in anticipation of possible myocardial ischemia due to vasospasm, hypotension, and myocardial toxic effects of the venom. A child receiving the same amount of venom would be potentially at greater risk."
15278624,"The effect of low concentration sevoflurane and halothane on the ventilatory response to isocapnic hypoxia was studied in sixteen cats. The cats were divided into two groups, sevoflurane group and halothane group, of eight subjects each. As parameters of the hypoxic ventilatory response, A value [the slope of the hyperbolic curve, V(E) = V(0) + A/(Pa(O)(2)-32)] and ratio of V(50) (the minute volume obtained from the hyperbolic equation when Pa(O)(2) = 50 mmHg) to V(0) were studied. These two parameters were examined at three states, sedative state with ketamine as the control, ketamine plus 0.1 MAC inhalation anesthetic, and ketamine plus 0.5 MAC inhalation anesthetic. In the sevoflurane group, the A values were 4789 +/- 1518, 2187 +/- 1214, 1730 +/- 880 (mean +/- SE. ml.min(-1).mmHg) at the control state, 0.1 MAC and 0.5 MAC, respectively. In the halothane group, the A values were 6411 +/- 2368, 2529 +/- 842 and 2372 +/- 545, respectively. The ratios of V(50) to V(0) were 1.32 +/- 0.09, 1.22 +/- 0.09, 1.25 +/- 0.08 in the sevoflurane group, 1.47 +/- 0.18, 1.32 +/- 0.11, 1.54 +/- 0.18 in the halothane group, respectively. The A value at 0.1 MAC of the halothane group was less than the control value significantly. This proved that even low concentration halothane depressed the hypoxic ventilatory responses. The depression of hypoxic ventilatory response could cause postanesthetic hypoventilation. On the other hand, we could not find significant depression on the hypoxic ventilatory response in the sevoflurane group, but we should notice that variances of the hypoxic ventilatory response were large."
15284444,"Tubular structures created by precipitation abound in nature, from chimneys at hydrothermal vents to soda straws in caves. Their formation is controlled by chemical gradients within which precipitation occurs, defining a surface that templates the growing structure. We report a self-organized periodic templating mechanism producing tubular structures electrochemically in iron-ammonium-sulfate solutions; iron oxides precipitate on the surface of bubbles that linger at the tube rim and then detach, leaving behind a ring of material. The acid-base and redox gradients spontaneously generated by diffusion of ammonia from the bubble into solution organize radial compositional layering within the tube wall, a mechanism studied on a larger scale by complex Liesegang patterns of iron oxides formed as ammonia diffuses through a gel containing FeSO(4). When magnetite forms within the wall, a tube may grow curved in an external magnetic field. Connections with free-boundary problems in speleothem formation are emphasized."
15611660,"Understanding the biological mechanisms underlying aging and cancer predisposition remains a fundamentally important goal in biomedicine. The generation of a PASG hypomorphic mutant mouse model shows that PASG, an SNF2 family member, is essential for properly maintaining normal DNA methylation and gene expression patterns. Disruption of PASG leads to decreased incorporation of BrdU, accumulation of senescence-associated tumor suppressor genes, and increased senescence-associated beta-galactosidase as well as age-related phenotypes. These observations demonstrate that PASG plays a critical role in maintenance of tissue homeostasis, normal growth and longevity."
15611661,"Nerve growth factor receptor TrkA is critical for development and maturation of central and peripheral nervous systems, regulating proliferation, differentiation and apoptosis. In cancer, TrkA frequently exhibits suppressor activity in nonmutated form and oncogenic activity upon mutation. Our identification of a novel hypoxia-regulated alternative TrkAIII splice variant, expressed by neural crest-derived neuroblastic tumors, that exhibits neuroblastoma tumor promoting activity, adds significantly to our understanding of potential TrkA involvement in cancer. Our observation that hypoxia, which characterizes the tumor micro-environment, stimulates alternative TrkAIII splicing, provides a way by which TrkA tumor suppressing signals may convert to tumor promoting signals during progression and is consistent with conservation and pathological subversion by neural crest-derived neuroblastic tumors of a mechanism of potential physiological importance to normal neural stem/neural crest progenitors."
15611667,"Genomic microarrays have been used to assess DNA replication timing in a variety of eukaryotic organisms. A replication timing map of the human genome has already been published at a 1Mb resolution. Here we describe how the same method can be used to assess the replication timing of chromosome 6 with a greater resolution using an array of overlapping tile path clones. We report the replication timing map of the whole of chromosome 6 in general, and the MHC region in particular. Positive correlations are observed between replication timing and a number of genomic features including GC content, repeat content and transcriptional activity."
15739502,"A liquid chromatographic procedure for the determination of olaquindox in feeds is described. Chromatography was performed on a PC8-10/S2504 (4.0 mm i.d. x 250 mm, 10 microm, Shimadzu Co.) column at 30 degrees C by using a mobile phase of methanol:water (20:80, V/V ) with a flow rate of 0.8 mL/min and UV detection at 260 nm. Acetanilide was used as internal standard. Olaquindox was extracted with dimethylformamide (DMF) from the feeds. The average recoveries of olaquindox were 98.58%-101.63% and the relative standard deviations were 2.67%-4.25%. The method is simple, rapid, reliable and inexpensive."
15810377,"In this paper, we studied the cleavage products of dimer t-BuNO in aqueous and organic solutions using method of 1HNMR and UV-Vis, analyzed the reactive kinetics, put forward that dimer (t-Bu)2NO homolytically cleavaged in nonpolar organic solution, and that dimer (t-Bu)2NO homolytically and heterolyticall cleavaged in a competitive manner in polar aqueous solution."
16776646,"The NCBI (National Center for Biotechnology Information) at the National Institutes of Health collects a wide range of molecular biological data, and develops tools and databases to analyse and disseminate this information. Many life scientists are familiar with the website maintained by the NCBI (http://www.ncbi.nlm.nih.gov), because they use it to search GenBank for homologues of their genes of interest or to search the PubMed database for scientific literature of interest. There is also a database called the Bookshelf that includes searchable popular life science textbooks, medical and research reference books and NCBI reference materials. The Bookshelf can be useful for researchers and educators to find basic biological information. This article includes a representative list of the resources currently available on the Bookshelf, as well as instructions on how to access the information in these resources."
15968009,"BACKGROUND: There is concern that exogenous female hormones may worsen disease activity in women with systemic lupus erythematosus (SLE). OBJECTIVE: To evaluate the effect of hormone replacement therapy (HRT) on disease activity in postmenopausal women with SLE. DESIGN: Randomized, double-blind, placebo-controlled noninferiority trial conducted from March 1996 to June 2002. SETTING: 16 university-affiliated rheumatology clinics or practices in 11 U.S. states. PATIENTS: 351 menopausal patients (mean age, 50 years) with inactive (81.5%) or stable-active (18.5%) SLE. INTERVENTIONS: 12 months of treatment with active drug (0.625 mg of conjugated estrogen daily, plus 5 mg of medroxyprogesterone for 12 days per month) or placebo. The 12-month follow-up rate was 82% for the HRT group and 87% for the placebo group. MEASUREMENTS: The primary end point was occurrence of a severe flare as defined by Safety of Estrogens in Lupus Erythematosus, National Assessment-Systemic Lupus Erythematosus Disease Activity Index composite. RESULTS: Severe flare was rare in both treatment groups: The 12-month severe flare rate was 0.081 for the HRT group and 0.049 for the placebo group, yielding an estimated difference of 0.033 (P = 0.23). The upper limit of the 1-sided 95% CI for the treatment difference was 0.078, within the prespecified margin of 9% for noninferiority. Mild to moderate flares were significantly increased in the HRT group: 1.14 flares/person-year for HRT and 0.86 flare/person-year for placebo (relative risk, 1.34; P = 0.01). The probability of any type of flare by 12 months was 0.64 for the HRT group and 0.51 for the placebo group (P = 0.01). In the HRT group, there were 1 death, 1 stroke, 2 cases of deep venous thrombosis, and 1 case of thrombosis in an arteriovenous graft; in the placebo group, 1 patient developed deep venous thrombosis. LIMITATIONS: Findings are not generalizable to women with high-titer anticardiolipin antibodies, lupus anticoagulant, or previous thrombosis. CONCLUSIONS: Adding a short course of HRT is associated with a small risk for increasing the natural flare rate of lupus. Most of these flares are mild to moderate. The benefits of HRT can be balanced against the risk for flare because HRT did not significantly increase the risk for severe flare compared with placebo."
16779244,"Medical terminology is challenging even for healthcare personnel. Spelling errors can make searching MEDLINE/PubMed ineffective. We developed a utility that provides MeSH term and Specialist Lexicon Vocabulary suggestions as it is typed on a search page. The correctly spelled term can be incorporated into a free-text, natural language search or used as a clinical queries search."
16888359,"The Gene Expression Omnibus (GEO) at the National Center for Biotechnology Information (NCBI) has emerged as the leading fully public repository for gene expression data. This chapter describes how to use Web-based interfaces, applications, and graphics to effectively explore, visualize, and interpret the hundreds of microarray studies and millions of gene expression patterns stored in GEO. Data can be examined from both experiment-centric and gene-centric perspectives using user-friendly tools that do not require specialized expertise in microarray analysis or time-consuming download of massive data sets. The GEO database is publicly accessible through the World Wide Web at http://www.ncbi.nlm.nih.gov/geo."
16923641,"This paper is the third in a series of three, intended as a tutorial in the use of PubMed/Medline for an inexperienced user. The papers have the following contents: I--a description of NLM, Medline, PubMed and the system of Medical Subject Headings (MeSH), which form the basis for the indexing of scientific articles, books and other items at NLM. II--A description and a tutorial of the PubMed search window. III--The present article deals mainly with the searching for references in PubMed. Ways of restricting and concentrating the search are presented, and exercises are proposed. A reader may also find guidance for a search for medical books in the NLM Catalog, and in the use of tools like Related Articles, Bookshelf, and Index. With eating disorders as an example, more information is presented on the use of MeSH terms."
17059514,"BACKGROUND: Although thiopurines have a proven role in maintenance therapy for Crohn's disease, an alternative therapy is needed for patients intolerant or resistant to thiopurines. AIM: To evaluate the effectiveness of home enteral nutrition as a maintenance therapy regimen in which half of the daily calorie requirement is provided by an elemental diet and the remaining half by a free diet. We refer to this home enteral nutrition therapy as 'half elemental diet'. METHODS: Between 2002 and 2005, 51 patients in remission from two hospitals were randomly assigned to a half elemental diet group (n = 26) or a free diet group (n = 25). The primary outcome measure of this study was the occurrence of relapse over the 2-year period. RESULTS: The relapse rate in the half elemental diet group was significantly lower [34.6% vs. 64.0%; multivariate hazard ratio 0.40 (95% CI: 0.16-0.98)] than that in the free diet group after a mean follow-up of 11.9 months. Compliance was similar in the two groups. No adverse event occurred in any of the patients throughout the study. CONCLUSION: This randomized-controlled trial shows the effectiveness of an half elemental diet, which is a promising maintenance therapy for Crohn's disease patients."
17713168,"OBJECTIVES: A major barrier to successful viral suppression in HIV type 1 (HIV-1)-infected individuals is the emergence of virus resistant to antiretroviral drugs. We explored the evolution of genotypic drug resistance prevalence in treatment-failing patients from 1999 to 2005 in a clinical cohort. PATIENTS AND METHODS: Prevalence of major International AIDS Society-USA HIV-1 drug resistance mutations was measured over calendar years in a population with treatment failure and undergoing resistance testing. Predictors of the presence of resistance mutations were analysed by logistic regression. RESULTS: Significant reductions of the prevalence of resistance to all three drug classes examined were observed. This was accompanied by a reduction in the proportion of treatment-failing patients. Independent predictors of drug resistance were the earlier calendar year, prior use of suboptimal nucleoside analogue therapy, male sex and higher CD4 levels at testing. CONCLUSIONS: In a single clinical cohort, we observed a decrease in the prevalence of resistance to all three examined antiretroviral drug classes over time. If this finding is confirmed in multicentre cohorts it may translate into reduced transmission of drug-resistant virus from treated patients."
17926191,"AML with inv(3)/t(3;3) are generally considered of having a poor prognosis. For further insight in this rare entity the outcome of 65 inv(3)/t(3;3) positive AML cases were examined with special emphasis o n patient a nd disease related factors at diagnosis. Survival data were available from 35 patients. A hematological CR was achieved in 16/35 patients (46%). Eight patients (50%) relapsed. The median duration of remission was 177 days. Probability of OS was 23% at 2 years. Advanced age and high initial WBC count were associated with shorter OS (p = 0.021 and p = 0.005, respectively). Loss of chromosome 7 was the most frequent additional aberration (n = 34; 52%), followed complex aberrant aberrations (n = 5). Cases with monosomy 7 or the presence of FLT3-length mutations (FLT3-LM)--detected in 13% of cases--were not associated with an even more inferior outcome. Allogeneic stem cell translplantation, performed in 12 cases, resulted in a probability of OS of 62% at 2 years. Our data (1) confirm that inv(3)/t(3;3) AML has a poor prognosis (2) show that age and initial WBC are risk factors for prognosis; (3) suggest that this group may benefit from allogeneic stem cell transplantation."
